0.0,10844
0.5,8127
1.0,6210
1.5,4656
2.0,3820
2.5,2873
3.0,2369
3.5,2064
4.0,2221
4.5,2158
5.0,2515
5.5,4364
6.0,6526
6.5,11039
7.0,13857
7.5,15865
8.0,17920
8.5,20346
9.0,19539
9.5,20107
10.0,18984
10.5,17720
11.0,17249
11.5,18463
12.0,18908
12.5,18886
13.0,18178
13.5,19459
14.0,19546
14.5,20591
15.0,19380
15.5,18544
16.0,16228
16.5,15013
17.0,17203
17.5,19525
18.0,22966
18.5,27598
19.0,26827
19.5,24904
20.0,22875
20.5,20394
21.0,23401
21.5,24439
22.0,23318
22.5,21733
23.0,20104
23.5,16111
0,13370
0.5,9945
1.0,7571
1.5,5917
2.0,4820
2.5,3634
3.0,2993
3.5,2535
4.0,2570
4.5,2485
5.0,2868
5.5,4482
6.0,6788
6.5,11078
7.0,13729
7.5,16700
8.0,19156
8.5,19953
9.0,19502
9.5,18994
10.0,17311
10.5,17904
11.0,17133
11.5,18589
12.0,19134
12.5,19259
13.0,18667
13.5,19078
14.0,18546
14.5,18593
15.0,17967
15.5,16624
16.0,14634
16.5,13888
17.0,17430
17.5,21919
18.0,23633
18.5,24512
19.0,24887
19.5,26872
20.0,22009
20.5,18259
21.0,20844
21.5,22576
22.0,22401
22.5,19056
23.0,17518
23.5,15307
0,12646
0.5,10562
1.0,8416
1.5,7098
2.0,5826
2.5,4383
3.0,3270
3.5,2948
4.0,3146
4.5,3077
5.0,3000
5.5,4592
6.0,6486
6.5,10113
7.0,12240
7.5,14574
8.0,16778
8.5,18910
9.0,18350
9.5,17218
10.0,16097
10.5,16409
11.0,15893
11.5,16778
12.0,17604
12.5,18665
13.0,19045
13.5,19261
14.0,19363
14.5,19078
15.0,18193
15.5,16635
16.0,14615
16.5,13759
17.0,17008
17.5,19595
18.0,21328
18.5,22661
19.0,29985
19.5,21501
20.0,22684
20.5,22188
21.0,22663
21.5,19573
22.0,17136
22.5,16606
23.0,16166
23.5,16020
0,15591
0.5,14395
1.0,12535
1.5,11341
2.0,9980
2.5,8404
3.0,7200
3.5,6578
4.0,5657
4.5,4474
5.0,3459
5.5,3276
6.0,3595
6.5,4240
7.0,4828
7.5,4926
8.0,5165
8.5,5776
9.0,7338
9.5,7839
10.0,8623
10.5,9731
11.0,11024
11.5,13231
12.0,13613
12.5,13737
13.0,15574
13.5,14226
14.0,18480
14.5,18265
15.0,16575
15.5,16417
16.0,14703
16.5,13469
17.0,12105
17.5,11676
18.0,15487
18.5,15077
19.0,14999
19.5,14487
20.0,14415
20.5,13796
21.0,14036
21.5,14021
22.0,15593
22.5,16589
23.0,17984
23.5,18035
0,17576
0.5,16189
1.0,14441
1.5,12535
2.0,11006
2.5,9151
3.0,8010
3.5,7096
4.0,6407
4.5,4421
5.0,3126
5.5,2514
6.0,2550
6.5,3148
7.0,3658
7.5,4345
8.0,4682
8.5,6248
9.0,7454
9.5,9010
10.0,10280
10.5,11488
11.0,11595
11.5,13098
12.0,12623
12.5,13031
13.0,13263
13.5,13349
14.0,13822
14.5,13716
15.0,13919
15.5,14203
16.0,13179
16.5,13708
17.0,13897
17.5,14740
18.0,14575
18.5,16085
19.0,18182
19.5,16861
20.0,14140
20.5,14477
21.0,15293
21.5,15457
22.0,16048
22.5,17477
23.0,16391
23.5,17006
0,15427
0.5,14615
1.0,13124
1.5,12222
2.0,11134
2.5,9145
3.0,8624
3.5,7885
4.0,7167
4.5,4805
5.0,3103
5.5,2671
6.0,2510
6.5,2917
7.0,3189
7.5,4107
8.0,4122
8.5,5654
9.0,6360
9.5,8406
10.0,9372
10.5,11067
11.0,11595
11.5,12909
12.0,13715
12.5,13648
13.0,14296
13.5,14798
14.0,15473
14.5,16032
15.0,14661
15.5,14836
16.0,13700
16.5,14565
17.0,15392
17.5,16866
18.0,16893
18.5,16877
19.0,17025
19.5,15884
20.0,14487
20.5,14159
21.0,16135
21.5,16165
22.0,14025
22.5,13970
23.0,13198
23.5,11355
0,8675
0.5,7180
1.0,5178
1.5,3658
2.0,3181
2.5,2402
3.0,1944
3.5,1877
4.0,2257
4.5,2280
5.0,2575
5.5,4174
6.0,6346
6.5,10594
7.0,12632
7.5,14893
8.0,16470
8.5,18998
9.0,17792
9.5,16396
10.0,14128
10.5,14161
11.0,14154
11.5,15074
12.0,15188
12.5,15483
13.0,15338
13.5,16242
14.0,16579
14.5,16885
15.0,16824
15.5,16238
16.0,15702
16.5,15132
17.0,17500
17.5,19167
18.0,21398
18.5,22382
19.0,22270
19.5,20575
20.0,18824
20.5,17909
21.0,19707
21.5,19066
22.0,17755
22.5,16583
23.0,14955
23.5,11849
0,9292
0.5,8110
1.0,7352
1.5,5049
2.0,3451
2.5,2465
3.0,2125
3.5,1877
4.0,2069
4.5,2080
5.0,2375
5.5,4303
6.0,6537
6.5,11331
7.0,13565
7.5,16455
8.0,18310
8.5,20288
9.0,19564
9.5,19380
10.0,16507
10.5,16939
11.0,16113
11.5,17537
12.0,18120
12.5,18038
13.0,17870
13.5,18427
14.0,18971
14.5,19071
15.0,18646
15.5,18229
16.0,15977
16.5,15026
17.0,17398
17.5,20865
18.0,23875
18.5,25290
19.0,25510
19.5,24535
20.0,21922
20.5,20113
21.0,22079
21.5,23111
22.0,25209
22.5,21978
23.0,18320
23.5,14881
0,12053
0.5,9409
1.0,7740
1.5,5528
2.0,4667
2.5,3242
3.0,2678
3.5,2370
4.0,2475
4.5,2304
5.0,2491
5.5,4117
6.0,6435
6.5,11067
7.0,13384
7.5,17194
8.0,18510
8.5,20464
9.0,19777
9.5,18928
10.0,17243
10.5,17490
11.0,16558
11.5,17830
12.0,18203
12.5,18126
13.0,18122
13.5,18488
14.0,18487
14.5,18542
15.0,18240
15.5,17393
16.0,15175
16.5,15360
17.0,17103
17.5,19561
18.0,22262
18.5,24725
19.0,25995
19.5,26319
20.0,24995
20.5,20534
21.0,23458
21.5,24681
22.0,23955
22.5,23655
23.0,21896
23.5,19338
0,15185
0.5,11459
1.0,8847
1.5,6580
2.0,5247
2.5,4127
3.0,3440
3.5,2957
4.0,2779
4.5,2532
5.0,2718
5.5,4449
6.0,6601
6.5,11202
7.0,13934
7.5,17176
8.0,19057
8.5,21112
9.0,19882
9.5,19024
10.0,16989
10.5,16979
11.0,16381
11.5,17815
12.0,18029
12.5,17495
13.0,17075
13.5,18234
14.0,18091
14.5,18495
15.0,17523
15.5,16714
16.0,14735
16.5,13610
17.0,16290
17.5,19152
18.0,21865
18.5,24347
19.0,26186
19.5,25852
20.0,23995
20.5,21664
21.0,25027
21.5,25431
22.0,25643
22.5,24654
23.0,23154
23.5,21863
0,20051
0.5,16122
1.0,13107
1.5,10506
2.0,8444
2.5,6876
3.0,5375
3.5,4366
4.0,4183
4.5,3249
5.0,3134
5.5,4620
6.0,6725
6.5,10651
7.0,12952
7.5,15808
8.0,17565
8.5,19784
9.0,19699
9.5,18663
10.0,16509
10.5,16600
11.0,15636
11.5,17434
12.0,17668
12.5,17124
13.0,17124
13.5,17489
14.0,18371
14.5,18381
15.0,17898
15.5,16350
16.0,14688
16.5,14227
17.0,16924
17.5,19952
18.0,22665
18.5,23465
19.0,25111
19.5,23984
20.0,21701
20.5,20592
21.0,22630
21.5,22854
22.0,23892
22.5,24959
23.0,26039
23.5,26873
0,25871
0.5,24874
1.0,23243
1.5,21674
2.0,19221
2.5,16140
3.0,13371
3.5,12041
4.0,10301
4.5,6472
5.0,4507
5.5,3682
6.0,3422
6.5,4554
7.0,5347
7.5,6853
8.0,7107
8.5,9463
9.0,11022
9.5,13393
10.0,13567
10.5,15452
11.0,15525
11.5,17165
12.0,17263
12.5,18418
13.0,18578
13.5,18762
14.0,18076
14.5,18604
15.0,18580
15.5,19306
16.0,18140
16.5,17455
17.0,18980
17.5,21152
18.0,22483
18.5,22534
19.0,22801
19.5,22117
20.0,19864
20.5,19494
21.0,20607
21.5,20627
22.0,21706
22.5,24243
23.0,25204
23.5,25752
0,25792
0.5,25033
1.0,23935
1.5,21440
2.0,19468
2.5,16622
3.0,14485
3.5,12974
4.0,11191
4.5,6911
5.0,4410
5.5,3467
6.0,3429
6.5,3599
7.0,3575
7.5,4557
8.0,5243
8.5,6588
9.0,8009
9.5,10743
10.0,13524
10.5,16179
11.0,14905
11.5,16916
12.0,17082
12.5,18606
13.0,18935
13.5,20175
14.0,22219
14.5,22868
15.0,20375
15.5,18489
16.0,16187
16.5,14015
17.0,14261
17.5,20081
18.0,21503
18.5,19850
19.0,18383
19.5,17640
20.0,16225
20.5,15566
21.0,17088
21.5,16968
22.0,15271
22.5,14141
23.0,12851
23.5,13877
0,12484
0.5,9037
1.0,7393
1.5,5176
2.0,3479
2.5,2755
3.0,2027
3.5,1769
4.0,2091
4.5,2553
5.0,2853
5.5,4835
6.0,6603
6.5,11230
7.0,13395
7.5,15650
8.0,17601
8.5,18818
9.0,18515
9.5,16972
10.0,15316
10.5,16003
11.0,14818
11.5,15610
12.0,16536
12.5,16153
13.0,15548
13.5,16500
14.0,16726
14.5,16838
15.0,16550
15.5,16621
16.0,15657
16.5,15334
17.0,17584
17.5,20903
18.0,21968
18.5,26945
19.0,24416
19.5,22401
20.0,23549
20.5,21498
21.0,23114
21.5,23341
22.0,22141
22.5,19110
23.0,16682
23.5,12631
0,10089
0.5,8553
1.0,6416
1.5,4694
2.0,3933
2.5,2833
3.0,2089
3.5,1896
4.0,2055
4.5,2031
5.0,2449
5.5,4360
6.0,7036
6.5,11730
7.0,14387
7.5,17505
8.0,19091
8.5,21057
9.0,20050
9.5,18637
10.0,17555
10.5,17595
11.0,16312
11.5,18232
12.0,18446
12.5,18204
13.0,17607
13.5,18945
14.0,22208
14.5,21574
15.0,17299
15.5,15515
16.0,13246
16.5,12328
17.0,15342
17.5,18730
18.0,23412
18.5,26340
19.0,27167
19.5,26279
20.0,23392
20.5,21571
21.0,23477
21.5,22612
22.0,21389
22.5,19575
23.0,18165
23.5,14923
0,11815
0.5,9024
1.0,7363
1.5,5812
2.0,4559
2.5,3673
3.0,2830
3.5,2374
4.0,2556
4.5,2456
5.0,2486
5.5,4451
6.0,6723
6.5,12501
7.0,14763
7.5,18127
8.0,20393
8.5,20753
9.0,20124
9.5,19253
10.0,17981
10.5,17720
11.0,16525
11.5,18153
12.0,18558
12.5,17652
13.0,17292
13.5,17551
14.0,17951
14.5,17909
15.0,17442
15.5,16533
16.0,14776
16.5,13462
17.0,16363
17.5,19310
18.0,22346
18.5,24408
19.0,26225
19.5,25423
20.0,23811
20.5,22028
21.0,24290
21.5,24835
22.0,24269
22.5,23526
23.0,21968
23.5,20137
0,16928
0.5,12753
1.0,10087
1.5,7881
2.0,6006
2.5,4382
3.0,3676
3.5,3214
4.0,3205
4.5,2849
5.0,2887
5.5,5039
6.0,7132
6.5,12095
7.0,14558
7.5,17298
8.0,19124
8.5,20407
9.0,19379
9.5,18867
10.0,17662
10.5,17447
11.0,16579
11.5,18340
12.0,18760
12.5,18457
13.0,17608
13.5,18913
14.0,19122
14.5,19547
15.0,17267
15.5,15916
16.0,13836
16.5,11985
17.0,14313
17.5,17988
18.0,21181
18.5,23539
19.0,24714
19.5,25079
20.0,23032
20.5,21168
21.0,25514
21.5,26286
22.0,25650
22.5,24850
23.0,23869
23.5,22913
0,20850
0.5,16734
1.0,14106
1.5,11587
2.0,8951
2.5,7199
3.0,6051
3.5,4693
4.0,4507
4.5,3791
5.0,3586
5.5,4918
6.0,7039
6.5,11262
7.0,13725
7.5,15899
8.0,17329
8.5,19757
9.0,19341
9.5,17660
10.0,16532
10.5,16354
11.0,16054
11.5,17326
12.0,17463
12.5,17091
13.0,16668
13.5,17096
14.0,17811
14.5,17980
15.0,17080
15.5,15185
16.0,13538
16.5,12704
17.0,15019
17.5,18778
18.0,21583
18.5,23834
19.0,25123
19.5,24762
20.0,22761
20.5,22227
21.0,23985
21.5,23788
22.0,23855
22.5,26040
23.0,25863
23.5,25851
0,26100
0.5,24625
1.0,22657
1.5,20289
2.0,18524
2.5,15943
3.0,13179
3.5,12423
4.0,10478
4.5,6556
5.0,4561
5.5,3513
6.0,3607
6.5,4781
7.0,5423
7.5,6669
8.0,7064
8.5,9363
9.0,10874
9.5,13255
10.0,13164
10.5,15159
11.0,16030
11.5,18256
12.0,17751
12.5,17675
13.0,18557
13.5,18389
14.0,17538
14.5,17506
15.0,17580
15.5,18027
16.0,16959
16.5,17066
17.0,18155
17.5,20610
18.0,20793
18.5,21584
19.0,23493
19.5,22555
20.0,20183
20.5,20441
21.0,21555
21.5,22406
22.0,22512
22.5,24667
23.0,25424
23.5,25852
0,25137
0.5,24099
1.0,23058
1.5,20786
2.0,19217
2.5,16329
3.0,14293
3.5,13193
4.0,11166
4.5,7518
5.0,4877
5.5,3639
6.0,3412
6.5,3827
7.0,3922
7.5,5241
